Error s-s*
0	0.00540389	0	0	-0.0540538	0	0	-0.0955276	0	
1	0.00605518	0	1	-0.054054	0	1	-0.079462	0	
2	0.00729611	0	2	-0.0539367	0	2	-0.0875593	0	
3	0.00609723	0	3	-0.0541415	0	3	-0.0753636	0	
4	0.00360547	0	4	-0.0540274	0	4	-0.0955276	0	
5	3.23059e-05	0	5	-0.0540273	0	5	-0.0855472	0	
6	0.00017332	0	6	-0.0538891	0	6	-0.0955276	0	
7	0.00389226	0	7	-0.0539525	0	7	-0.0915593	0	
8	0.00815085	0	8	-0.0540455	0	8	-0.0915593	0	
9	0.00970464	0	9	-0.0540787	0	9	-0.0915593	0	
10	0.00722559	0	10	-0.0539525	0	10	-0.0915593	0	
11	0.00512068	0	11	-0.0539525	0	11	-0.0915593	0	
12	0.00577393	0	12	-0.0539587	0	12	-0.079462	0	
13	0.00625246	0	13	-0.0538295	0	13	-0.079462	0	
14	0.00319542	0	14	-0.0539243	0	14	-0.0855472	0	
15	0.000326524	0	15	-0.0537998	0	15	-0.0915593	0	
16	0.00141451	0	16	-0.0537966	0	16	-0.0855472	0	
17	0.00520553	0	17	-0.053807	0	17	-0.0994646	0	
18	0.00829551	0	18	-0.0538227	0	18	-0.079462	0	
19	0.0099305	0	19	-0.0536397	0	19	-0.0670646	0	
20	0.00791913	0	20	-0.0538295	0	20	-0.079462	0	
21	0.00323962	0	21	-0.0539136	0	21	-0.0895633	0	
22	-0.000576415	0	22	-0.0536642	0	22	-0.083527	0	
23	0.000138993	0	23	-0.0536026	0	23	-0.101422	0	
24	0.00339301	0	24	-0.0535405	0	24	-0.0691523	0	
25	0.00740697	0	25	-0.0534009	0	25	-0.0522016	0	
26	0.00790234	0	26	-0.0536007	0	26	-0.0691523	0	
27	0.00464237	0	27	-0.0536337	0	27	-0.0733017	0	
28	-0.000349994	0	28	-0.0532294	0	28	-0.0875593	0	
29	-0.00328549	0	29	-0.0532532	0	29	-0.101422	0	
30	-0.00125339	0	30	-0.0530927	0	30	-0.0814986	0	
31	0.00257327	0	31	-0.0531468	0	31	-0.0935474	0	
32	0.00590722	0	32	-0.0532401	0	32	-0.101422	0	
33	0.00843346	0	33	-0.0532429	0	33	-0.109174	0	
34	0.010067	0	34	-0.0533437	0	34	-0.0975	0	
35	0.0100408	0	35	-0.0531621	0	35	-0.0975	0	
36	0.00737612	0	36	-0.0532129	0	36	-0.077417	0	
37	0.00367698	0	37	-0.0530483	0	37	-0.0855472	0	
38	0.00155632	0	38	-0.0529333	0	38	-0.0994646	0	
39	0.00335371	0	39	-0.0530379	0	39	-0.0994646	0	
40	0.00675978	0	40	-0.0531005	0	40	-0.0935474	0	
41	0.00858517	0	41	-0.0529815	0	41	-0.0935474	0	
42	0.0080073	0	42	-0.0529791	0	42	-0.0994646	0	
43	0.00687221	0	43	-0.0531468	0	43	-0.0935474	0	
44	0.00774449	0	44	-0.053131	0	44	-0.079462	0	
45	0.00793796	0	45	-0.0529426	0	45	-0.0955276	0	
46	0.00627129	0	46	-0.0529426	0	46	-0.0955276	0	
47	0.00575811	0	47	-0.0531289	0	47	-0.0855472	0	
48	0.00598302	0	48	-0.0529112	0	48	-0.103371	0	
49	0.0052041	0	49	-0.0529298	0	49	-0.101422	0	
50	0.00687804	0	50	-0.0530571	0	50	-0.0975	0	
51	0.00972927	0	51	-0.0529241	0	51	-0.103371	0	
52	0.0100478	0	52	-0.053073	0	52	-0.101422	0	
53	0.00978249	0	53	-0.0529624	0	53	-0.0955276	0	
